,index,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,median_maxUE_DL,median_maxUE_UL,median_maxUE_UL+DL,if_scores,target,y_preds_elliptic_env,y_preds_isolation_forest,DBSCAN_cluster,y_preds_lof,y_preds_ocsvm,y_preds_DBSCAN,PC_0,PC_1,PC_2,anomaly
2771,14693,2.886,0.597,0.32,0.032,9.11,1.56,1.005,0.995,2.0,2.0,4.0,0.008677612370131094,-1.0,1,1,-1,-1,1,-1,-2.0123866704767726,0.9912979091333427,-0.026421259475025608,inlier
2772,6409,5.356,0.8079999999999999,0.129,0.026000000000000002,6.388,0.578,1.071,1.031,4.0,3.0,7.0,0.05712360028014529,1.0,1,1,7,1,1,1,-1.7235201743052997,-0.6997110748702656,1.7953672348351608,inlier
2773,24700,23.949,17.077,6.184,0.239,60.995,3.5980000000000003,1.496,1.344,7.0,6.0,13.0,-0.21042900381029517,1.0,-1,-1,-1,-1,-1,-1,10.714910597408407,4.677416535991243,0.7726616034910457,outlier
2774,26527,0.0,0.39799999999999996,0.013000000000000001,0.009000000000000001,0.079,0.042,0.995,0.01,1.0,1.0,2.0,-0.035736242513546956,-1.0,1,-1,2,1,1,1,-2.777552772459798,2.008089362285462,-0.23892953755013385,outlier
2775,7665,1.92,3.537,0.449,0.044000000000000004,12.242,0.47,1.182,0.01,4.0,3.0,7.0,0.04512081186832423,1.0,1,1,-1,1,1,-1,-0.6770021960699221,-0.1805512198773044,-1.4506783441069218,inlier
2776,4336,2.2230000000000003,4.85,0.8240000000000001,0.075,15.408,1.9240000000000002,1.3840000000000001,0.01,6.0,4.0,10.0,-0.0002827423519893846,1.0,1,-1,-1,1,1,-1,1.6746061089060502,-0.2093607782764001,-1.5888893409432208,outlier
2777,17334,0.40399999999999997,1.112,0.336,0.051,18.189,1.131,1.334,0.01,5.0,3.0,8.0,0.0366115052734628,1.0,1,1,-1,1,1,-1,-0.41111374272876694,-0.5534310056612874,-1.4684748215910937,inlier
2778,24987,19.301,2.526,0.6679999999999999,0.094,32.924,0.941,1.354,1.1520000000000001,5.0,4.0,9.0,0.017675304557927374,1.0,1,1,-1,1,1,-1,1.445002951760996,-1.6434139371112984,0.4147557733649646,inlier
2779,12770,16.168,2.627,0.78,0.081,34.04,1.32,1.2830000000000001,1.091,5.0,4.0,9.0,0.03437217647732199,1.0,1,1,-1,1,1,-1,1.2194263975372561,-1.4975228701185452,0.17794439988726335,inlier
2780,24798,13.642000000000001,1.819,0.48100000000000004,0.047,39.603,0.36700000000000005,1.2229999999999999,1.091,5.0,5.0,10.0,0.016694937696119683,1.0,1,1,-1,1,1,-1,1.2719871470830446,-1.7587442602918664,0.12909104818435893,inlier
2781,5228,37.213,3.483,1.27,0.27899999999999997,29.28,1.178,1.841,1.413,7.0,6.0,13.0,-0.11840333182630558,-1.0,-1,-1,-1,1,1,-1,6.1875677935248445,-0.9245236969923868,1.5687284995507595,outlier
2782,27751,4.042,1.213,0.363,0.028999999999999998,7.662999999999999,0.302,1.061,1.031,3.0,2.0,5.0,0.061005724974209974,1.0,1,1,1,1,1,1,-1.8698736311332538,-0.2856488450676125,0.5417318554222401,inlier
2783,1596,0.0,0.40399999999999997,0.155,0.018000000000000002,2.864,0.214,1.051,0.01,3.0,2.0,5.0,0.04288595632443315,1.0,1,1,0,1,1,1,-2.2880290432174126,0.32349027520824414,-0.9079026057432792,inlier
2784,9118,12.630999999999998,2.425,0.591,0.057999999999999996,42.475,1.258,1.182,1.091,5.0,4.0,9.0,0.028626651739255327,1.0,1,1,-1,1,1,-1,0.9913480769907321,-1.3568594922856754,-0.0035755769756020523,inlier
2785,20653,1.095,1.692,0.302,0.065,11.309000000000001,9.831,1.1740000000000002,0.01,4.0,3.0,7.0,0.010976828283434603,-1.0,-1,1,-1,1,1,-1,-0.00466291867527709,1.9203209482411403,-1.113517473653504,inlier
2786,22522,8.791,1.617,0.281,0.034,6.183,0.799,1.122,1.031,4.0,3.0,7.0,0.056780269131498196,1.0,1,1,7,1,1,1,-1.358790269636866,-0.7511902309663735,1.8509736790420994,inlier
2787,6790,1.5919999999999999,2.488,0.435,0.061,17.822,1.4509999999999998,1.1840000000000002,0.01,5.0,4.0,9.0,0.036455001396892506,-1.0,1,1,-1,1,1,-1,-0.1522898650969379,-0.47767999119778515,-1.5840926405272626,inlier
2788,2824,1.516,0.505,0.102,0.015,5.553999999999999,0.342,1.021,1.011,2.0,2.0,4.0,0.04511945497354003,1.0,1,1,5,1,1,1,-2.723220187977943,0.13761338128855632,1.4305152693760699,inlier
2789,3903,0.20199999999999999,0.8079999999999999,0.03,0.013999999999999999,0.8009999999999999,0.32299999999999995,1.021,0.01,2.0,2.0,4.0,0.02270051742410034,1.0,1,1,3,1,1,1,-2.7376043235782297,0.7408428767022753,-0.17394548013494937,inlier
2790,28032,26.98,6.4670000000000005,1.7730000000000001,0.18600000000000003,30.623,4.079,1.536,1.263,7.0,6.0,13.0,-0.0952050652675357,1.0,1,-1,-1,1,1,-1,5.36468028536919,-1.3624530896041267,0.7028626030817257,outlier
2791,952,23.343000000000004,5.255,0.9129999999999999,0.11199999999999999,15.575,1.3980000000000001,1.475,1.182,7.0,5.0,12.0,-0.0363007444443742,1.0,1,-1,-1,1,1,-1,3.6120076623986463,-1.704030294434796,0.5707702993247301,outlier
2792,22994,0.303,1.112,0.11199999999999999,0.017,5.755,0.439,1.061,0.01,3.0,2.0,5.0,0.05354703960264956,1.0,1,1,0,1,1,1,-2.194481887370591,0.27916451208921467,-0.991548016470917,inlier
2793,36253,0.1,0.7959999999999999,0.027999999999999997,0.006,0.31,0.099,1.005,0.01,2.0,2.0,4.0,0.01613006703373876,-1.0,1,1,3,1,1,1,-2.8922302144783276,0.862436269000209,-0.29334014201708203,inlier
2794,15037,3.335,0.505,0.054000000000000006,0.012,2.036,0.139,1.031,0.01,3.0,2.0,5.0,0.039700535217113364,1.0,1,1,0,1,1,1,-2.2341097861524393,0.24818148969013756,-0.777144916475105,inlier
2795,12145,1.891,0.7959999999999999,0.408,0.028999999999999998,7.401,0.239,1.015,0.01,2.0,2.0,4.0,0.014649173291664597,-1.0,1,1,-1,1,1,-1,-2.25246689161869,0.8368518293847883,-1.1100676710260882,inlier
2796,13798,11.722000000000001,1.516,0.32299999999999995,0.031,22.122,1.297,1.071,1.021,3.0,3.0,6.0,0.033279716904010936,1.0,1,1,-1,1,1,-1,-0.6996774883841754,-0.5933894671198802,0.3175687744863638,inlier
2797,13101,0.40399999999999997,0.909,0.021,0.011000000000000001,0.632,0.165,1.041,0.01,3.0,2.0,5.0,0.04179821709029141,1.0,1,1,0,1,1,1,-2.3179572356697307,0.3049020421507604,-0.899891695117914,inlier
2798,20531,0.7959999999999999,1.393,0.19699999999999998,0.027999999999999997,4.953,0.45899999999999996,1.075,0.01,3.0,3.0,6.0,0.043663127126658596,-1.0,1,1,-1,1,1,-1,-1.7742831531796421,0.14744947791836754,-1.2658610860907382,inlier
2799,35188,11.217,3.133,0.7120000000000001,0.043,12.536,0.5770000000000001,1.1420000000000001,1.091,4.0,4.0,8.0,0.03424425258143465,1.0,1,1,-1,1,1,-1,0.19790323051600747,-1.080820735395976,0.25913159841436556,inlier
2800,19053,17.886,2.021,0.505,0.122,8.224,0.873,1.2429999999999999,1.112,6.0,4.0,10.0,0.02013102972802966,1.0,1,1,-1,1,1,-1,1.0199739218728743,-1.7089481677257756,0.582415972610241,inlier
2801,36063,0.10099999999999999,0.606,0.515,0.036000000000000004,13.005,0.547,1.061,0.01,3.0,2.0,5.0,0.036760822201739374,1.0,1,1,-1,1,1,-1,-1.8152740510062162,0.44628044512594706,-1.2249666967931865,inlier
2802,3454,9.902999999999999,1.92,0.35,0.04,18.142,0.555,1.172,1.041,5.0,4.0,9.0,0.044170086555723576,1.0,1,1,-1,1,1,-1,0.2128204233955928,-1.46320378413768,0.09856906174681714,inlier
2803,5434,3.234,3.638,0.467,0.087,12.995,0.593,1.344,0.01,6.0,3.0,9.0,0.022412348166764295,1.0,1,1,-1,1,1,-1,0.35820861903308115,-0.6625462198693098,-1.5455145905401357,inlier
2804,36068,0.20199999999999999,0.40399999999999997,0.09,0.009000000000000001,0.5489999999999999,0.078,1.011,0.01,1.0,1.0,2.0,-0.02520759100907366,1.0,1,-1,2,1,1,1,-2.6255174014645895,1.858216352137363,-0.1392220057027022,outlier
2805,13632,26.677,3.335,0.879,0.115,16.279,0.703,1.526,1.344,7.0,5.0,12.0,-0.039794584717015746,1.0,1,-1,-1,1,1,-1,3.5794152678532067,-2.02837196941563,1.0131636348383954,outlier
2806,11305,3.537,0.606,0.237,0.017,26.573,0.237,1.041,0.01,3.0,2.0,5.0,0.024323508173327735,1.0,1,1,-1,1,1,-1,-1.5897170455510934,0.32867765949551553,-1.221540568486152,inlier
2807,27063,0.0,0.40399999999999997,0.024,0.006999999999999999,0.368,0.109,1.021,0.01,2.0,1.0,3.0,0.002340675216922772,1.0,1,1,6,1,1,1,-3.2501762566945165,1.1509389236778693,0.4487158126333221,inlier
2808,19889,23.848000000000003,5.356,2.025,0.614,56.236999999999995,2.95,1.2830000000000001,0.01,6.0,4.0,10.0,-0.14529292096411206,1.0,-1,-1,-1,1,1,-1,5.438165914384016,2.336264797092306,-0.4158237178592087,outlier
2809,35222,2.526,1.011,0.41,0.016,29.48,0.282,1.051,1.021,3.0,2.0,5.0,0.04213224140671312,1.0,1,1,-1,1,1,-1,-1.3885475474231361,-0.21532452747390138,-0.12617520556259004,inlier
2810,17669,1.92,5.154,1.028,0.095,46.276,4.4719999999999995,1.253,0.01,5.0,4.0,9.0,-0.02399406331134246,1.0,1,-1,-1,-1,1,-1,2.0615076735828275,1.11505291709741,-1.9489245575427283,outlier
2811,110,18.593,11.014000000000001,5.3020000000000005,0.565,57.651,45.35,1.2329999999999999,0.01,5.0,4.0,9.0,-0.2435600042866305,1.0,-1,-1,-1,1,-1,-1,9.504662842649337,9.358117306428436,0.8568303823241833,outlier
2812,3992,7.861000000000001,0.7959999999999999,0.139,0.033,15.344000000000001,0.92,1.104,1.025,4.0,3.0,7.0,0.06147685972148387,-1.0,1,1,7,1,1,1,-1.585875672269677,-0.6907503451363952,1.6599576758766674,inlier
2813,9001,0.10099999999999999,0.40399999999999997,0.047,0.078,0.39,0.7829999999999999,1.011,0.01,1.0,1.0,2.0,-0.051828919616151437,1.0,1,-1,-1,-1,1,-1,-2.1883575053659556,2.6214889264722343,-0.8061207918892948,outlier
2814,5825,7.781000000000001,0.7070000000000001,0.192,0.018000000000000002,4.027,0.172,1.041,0.01,3.0,2.0,5.0,0.030941877610537127,1.0,1,1,-1,1,1,-1,-1.8376439647196992,0.1941465024937766,-0.8470184776782936,inlier
2815,22535,17.684,1.415,0.18600000000000003,0.038,11.283,0.336,1.213,1.1520000000000001,5.0,5.0,10.0,0.0010696010752479501,1.0,1,1,-1,1,1,-1,0.8607411965089603,-1.881300296087426,0.7159947280567563,inlier
2816,3287,3.483,0.6970000000000001,0.264,0.043,9.827,1.54,1.025,0.995,3.0,2.0,5.0,0.050637063517932346,-1.0,1,1,1,1,1,1,-2.0391523685515827,-0.0011560125891496792,0.43313832490629084,inlier
2817,7555,0.40399999999999997,0.40399999999999997,0.03,0.006999999999999999,0.8809999999999999,0.095,1.011,1.011,1.0,1.0,2.0,-0.02127234124202937,1.0,1,-1,8,1,1,1,-2.9094483440476426,1.4528078145142382,2.287307512640785,outlier
2818,15320,0.10099999999999999,0.40399999999999997,0.094,0.023,2.307,0.341,1.021,0.01,2.0,2.0,4.0,0.024158600110756823,1.0,1,1,3,1,1,1,-2.7386765116204272,0.7494318857313156,-0.16172063583924426,inlier
2819,34825,18.492,4.547,1.218,0.069,37.015,1.548,1.324,1.2329999999999999,5.0,5.0,10.0,0.002743376764419825,1.0,1,1,-1,1,1,-1,2.3235224210970946,-1.6200886097935532,0.2834094272901576,inlier
2820,19624,6.07,0.7959999999999999,0.304,0.091,16.514,0.785,1.124,0.01,4.0,3.0,7.0,0.045297268373106825,-1.0,1,1,-1,1,1,-1,-1.0166982202952672,-0.16641638356831714,-1.1917673792560783,inlier
2821,2195,3.335,0.7070000000000001,0.302,0.027000000000000003,7.752999999999999,0.655,1.061,0.01,3.0,2.0,5.0,0.05204922690563374,1.0,1,1,-1,1,1,-1,-1.9405449971305262,0.24509016211468565,-1.0749127932166744,inlier
2822,34276,3.84,0.7070000000000001,0.08199999999999999,0.027000000000000003,8.296,0.32799999999999996,1.051,1.031,3.0,3.0,6.0,0.05629814425308688,1.0,1,1,9,1,1,1,-2.225065560308433,-0.39297527557050177,2.2245261403712675,inlier
2823,12385,13.035,5.075,0.695,0.066,15.425999999999998,4.298,1.194,1.045,5.0,4.0,9.0,-0.0012129443299219167,-1.0,1,-1,-1,1,1,-1,1.5687609174720607,-0.33234428930927784,0.08527067013155658,outlier
2824,22862,18.391,1.516,0.29100000000000004,0.045,19.54,0.53,1.213,1.122,5.0,5.0,10.0,0.012599836081313875,1.0,1,1,-1,1,1,-1,1.0219384623475947,-1.8935125426085564,0.5941062406408819,inlier
2825,14928,2.728,0.40399999999999997,0.003,0.005,0.177,0.142,1.021,1.011,2.0,1.0,3.0,0.00477027432200372,1.0,1,1,4,1,1,1,-2.9034470123065756,0.49817907223320396,1.3686653986485904,inlier
2826,29984,18.997,2.526,0.629,0.065,22.429000000000002,0.632,1.273,1.172,7.0,5.0,12.0,-0.011951179907706166,1.0,1,-1,-1,1,1,-1,2.639840647393762,-1.7583671750742766,0.4937795330288296,outlier
2827,26644,0.20199999999999999,1.617,1.93,0.045,20.122,0.353,1.011,0.01,2.0,1.0,3.0,-0.11264953709171321,1.0,-1,-1,-1,1,1,-1,0.16425587466077768,3.720830746945877,-0.9780155896747663,outlier
2828,27447,1.294,4.478,0.523,0.052000000000000005,8.981,0.574,1.244,0.01,4.0,3.0,7.0,0.030063722529696357,-1.0,1,1,-1,1,1,-1,-0.5666584030799502,0.0015051933792665135,-1.6156891143959908,inlier
2829,29490,6.4670000000000005,1.314,0.245,0.024,17.799,0.7340000000000001,1.101,1.031,4.0,3.0,7.0,0.06295777304493483,1.0,1,1,7,1,1,1,-1.3808889939640683,-0.7431159949135893,1.6540202409273608,inlier
2830,33190,21.625,4.446000000000001,1.5759999999999998,0.131,54.303999999999995,1.021,1.496,1.162,7.0,6.0,13.0,-0.05759213342226294,1.0,1,-1,-1,1,1,-1,4.802420476850106,-1.7339828212769985,0.15124241813205738,outlier
2831,23408,4.85,13.743,1.854,0.028999999999999998,7.7379999999999995,0.163,1.031,0.01,3.0,2.0,5.0,-0.09795029936385435,1.0,-1,-1,-1,1,1,-1,2.1451148847029478,3.3820331795185807,-1.6681750560665183,outlier
2832,7230,15.622,2.189,0.5489999999999999,0.066,18.468,1.179,1.264,1.095,5.0,3.0,8.0,0.03233477994374001,-1.0,1,1,-1,1,1,-1,0.30179019759130987,-1.1814665705756218,0.21723609412273215,inlier
2833,10712,25.566,17.583,4.627,0.154,33.177,0.848,1.415,1.2830000000000001,6.0,5.0,11.0,-0.15530559409208022,1.0,-1,-1,-1,1,-1,-1,8.541362804188507,3.768228065103289,1.201760871193783,outlier
2834,16263,0.0,0.40399999999999997,0.021,0.012,0.198,0.157,1.021,0.01,2.0,1.0,3.0,0.0025568313319974667,1.0,1,1,6,1,1,1,-3.2481038130701476,1.1590527764234386,0.4564989047219168,inlier
2835,36864,17.482,4.143,1.433,0.11599999999999999,53.202,3.4139999999999997,1.304,1.081,5.0,4.0,9.0,-0.006657742380482556,1.0,1,-1,-1,1,1,-1,2.840787034199136,-0.5317840400532723,0.04965969572866959,outlier
2836,28689,7.175,1.314,0.563,0.04,11.459000000000001,0.578,1.091,1.021,4.0,3.0,7.0,0.06072791280044465,1.0,1,1,-1,1,1,-1,-0.7943496131280288,-0.8500557405927553,0.12466404914210573,inlier
2837,6101,4.279,0.6970000000000001,0.11599999999999999,0.017,6.47,0.272,1.025,0.995,3.0,2.0,5.0,0.06398353639887094,-1.0,1,1,1,1,1,1,-2.261664225292863,-0.2426605767697056,0.4431964144361076,inlier
2838,8390,3.335,0.505,0.033,0.013999999999999999,2.335,0.537,1.031,1.021,2.0,2.0,4.0,0.03475240154250275,1.0,1,1,5,1,1,1,-2.6656361427310453,0.1261601536933172,1.5634063247059231,inlier
2839,29452,0.606,8.488,3.0589999999999997,0.09,39.741,1.196,1.526,0.01,7.0,4.0,11.0,-0.12162442467373169,1.0,-1,-1,-1,1,1,-1,5.0506423981182405,1.8464283783773934,-2.156961913122976,outlier
2840,13660,3.4360000000000004,0.7070000000000001,0.152,0.021,10.806,0.252,1.061,1.021,4.0,2.0,6.0,0.05126231629774458,1.0,1,1,-1,1,1,-1,-1.534059556651451,-0.5740508489692957,0.046545404428277655,inlier
2841,7150,11.722000000000001,2.021,0.39299999999999996,0.06,16.348,0.578,1.162,1.071,6.0,4.0,10.0,0.029987488299495768,1.0,1,1,-1,1,1,-1,0.6454893601606664,-1.624235437147939,0.16506162147154868,inlier
2842,20491,6.4670000000000005,0.909,0.18,0.027999999999999997,11.557,0.713,1.091,1.021,4.0,3.0,7.0,0.062420452698879914,1.0,1,1,7,1,1,1,-1.5641233646226786,-0.7457233225356308,1.7490661857328673,inlier
2843,6051,24.959,4.446000000000001,1.321,0.08800000000000001,63.863,1.5330000000000001,1.455,1.263,6.0,5.0,11.0,-0.04449753956311775,1.0,1,-1,-1,1,1,-1,4.2107827153057,-1.4763873014095295,0.32703394466700236,outlier
2844,6654,2.2230000000000003,0.7070000000000001,0.151,0.025,11.999,0.5720000000000001,1.031,1.011,3.0,2.0,5.0,0.062248935776404835,1.0,1,1,1,1,1,1,-2.0570267464259664,-0.2573070295507823,0.46522107742257296,inlier
2845,15501,1.617,0.505,0.14300000000000002,0.175,3.511,11.616,1.031,0.01,3.0,2.0,5.0,-0.026251589455814794,1.0,-1,-1,-1,1,1,-1,-0.1520469746596438,3.272268419751741,-0.4200297454267392,outlier
2846,20959,2.728,0.7070000000000001,0.218,0.027000000000000003,3.843,0.305,1.041,1.021,3.0,2.0,5.0,0.06405817015881848,1.0,1,1,1,1,1,1,-2.142180633136712,-0.29176550891333836,0.5688430761614658,inlier
2847,2021,26.98,6.568,2.324,0.225,28.983,2.174,1.839,1.354,9.0,6.0,15.0,-0.16486954721871838,1.0,-1,-1,-1,1,1,-1,7.52983038203729,-0.6056865246573154,0.7900891341988187,outlier
2848,2745,5.1739999999999995,1.194,0.433,0.036000000000000004,14.065999999999999,0.574,1.025,0.995,3.0,2.0,5.0,0.05281766697726453,-1.0,1,1,-1,1,1,-1,-1.704997956326204,-0.1281666510539227,-0.02639476033012969,inlier
2849,13701,0.909,2.526,0.52,0.047,13.686,0.45399999999999996,1.202,0.01,4.0,3.0,7.0,0.04865071140774391,1.0,1,1,-1,1,1,-1,-0.7728186333373008,-0.21155522004264662,-1.4407487235079042,inlier
2850,19323,1.213,0.606,0.114,0.008,21.11,0.424,1.031,1.021,3.0,2.0,5.0,0.04310284337568021,1.0,1,1,-1,1,1,-1,-1.769996773582776,-0.2434704178705593,-0.03473261122673309,inlier
2851,13195,2.627,4.446000000000001,0.705,0.057,19.784000000000002,0.915,1.304,0.01,5.0,4.0,9.0,0.02620914557784998,1.0,1,1,-1,1,1,-1,0.5935111930258713,-0.6004897428332258,-1.6290351081981387,inlier
2852,8577,0.505,1.314,0.31,0.066,39.591,9.039,1.253,0.01,5.0,3.0,8.0,-0.007140989891337102,1.0,-1,-1,-1,1,1,-1,1.4559727988907327,1.961159653079157,-1.2881346990466096,outlier
2853,28636,10.206,1.516,0.642,0.059000000000000004,13.49,4.872,1.1520000000000001,0.01,5.0,3.0,8.0,0.018222980815704115,1.0,1,1,-1,1,1,-1,0.0030390843260470492,-0.12903168193381023,-1.0004048549163087,inlier
2854,25009,0.597,3.8810000000000002,0.809,0.045,17.078,0.9690000000000001,1.045,0.01,3.0,2.0,5.0,-0.0005699377004581008,-1.0,1,-1,-1,1,1,-1,-0.6755253341593122,1.3766353574718693,-1.4828431606420378,outlier
2855,27585,7.478,1.112,0.48200000000000004,0.045,16.188,0.563,1.162,1.061,4.0,3.0,7.0,0.05876357973313334,1.0,1,1,-1,1,1,-1,-0.6474729662614946,-0.9722159091298842,0.15146281513651808,inlier
2856,36744,11.217,1.314,0.285,0.04,8.953,0.539,1.1420000000000001,1.041,4.0,3.0,7.0,0.05711573270321063,1.0,1,1,-1,1,1,-1,-0.7140316281560884,-1.0652682897147303,0.339694158361603,inlier
2857,26308,8.185,0.909,0.261,0.035,17.694000000000003,0.9229999999999999,1.1420000000000001,1.021,4.0,2.0,6.0,0.039605327462088724,1.0,1,1,-1,1,1,-1,-0.9838242694120667,-0.630190696446881,0.14754193714614314,inlier
2858,11847,7.462999999999999,0.995,0.265,0.054000000000000006,8.869,0.614,1.1340000000000001,1.015,4.0,3.0,7.0,0.06170529604175107,-1.0,1,1,7,1,1,1,-1.5760171918155177,-0.6670054789859593,1.6882078199404815,inlier
2859,26577,6.07,0.597,0.08800000000000001,0.012,5.2139999999999995,0.425,1.015,1.005,2.0,2.0,4.0,0.03274450633828396,-1.0,1,1,5,1,1,1,-2.648087144539521,0.19516598450480696,1.4792397251551301,inlier
2860,29979,6.972,2.526,1.028,0.065,43.263999999999996,0.5429999999999999,1.1520000000000001,1.041,4.0,3.0,7.0,0.02620106445892162,1.0,1,1,-1,1,1,-1,0.31989730684396844,-0.5934068252843482,-0.2513427151518876,inlier
2861,7819,0.1,0.498,0.037000000000000005,0.013999999999999999,3.737,0.526,1.045,0.01,3.0,2.0,5.0,0.04499309209543545,-1.0,1,1,0,1,1,1,-2.4539195050284928,0.4052280466126202,-1.035544706466006,inlier
2862,33772,19.604,5.558,1.886,0.129,37.6,5.725,1.364,1.091,6.0,4.0,10.0,-0.05374416833464213,1.0,-1,-1,-1,-1,1,-1,4.384479522317974,1.4795888880279877,0.10954807129419211,outlier
2863,14733,2.122,0.40399999999999997,0.017,0.009000000000000001,0.301,0.287,1.021,1.021,3.0,2.0,5.0,0.04808058397908305,1.0,1,1,1,1,1,1,-2.304291932981819,-0.25473452189679,0.6326051364104425,inlier
2864,32608,0.606,0.40399999999999997,0.036000000000000004,0.01,1.006,0.128,1.021,1.011,2.0,1.0,3.0,0.013737499414321064,1.0,1,1,4,1,1,1,-2.990682905974835,0.5182113323259553,1.2724164597403165,inlier
2865,17515,1.516,2.324,0.307,0.066,10.703,1.98,1.1420000000000001,0.01,4.0,3.0,7.0,0.040263784323478824,1.0,1,1,-1,1,1,-1,-0.8768131436905089,-0.038151467904919086,-1.2883536946431313,inlier
2866,16426,6.766,0.7959999999999999,0.149,0.03,6.752999999999999,0.605,1.104,0.01,5.0,3.0,8.0,0.029048573903361574,-1.0,1,1,-1,1,1,-1,-0.941667407126545,-0.4258233057467531,-1.1795866368119756,inlier
2867,3194,24.079,2.687,0.867,0.09699999999999999,33.353,1.4969999999999999,1.403,1.254,7.0,6.0,13.0,-0.025627075842673208,-1.0,1,-1,-1,1,1,-1,3.627524805395355,-2.0197218115408035,0.5753917809627654,outlier
2868,24650,2.8289999999999997,4.143,0.498,0.076,18.327,1.167,1.364,0.01,7.0,5.0,12.0,-0.03548612958798186,1.0,1,-1,-1,1,1,-1,2.2679050409686705,-0.6729538484201971,-1.5315986003166426,outlier
2869,4452,12.328,1.112,0.311,0.034,10.908,0.537,1.122,1.051,4.0,4.0,8.0,0.03929832047474935,1.0,1,1,-1,1,1,-1,-0.26771477583545567,-1.2636704881432663,0.43486640264345583,inlier
2870,22424,14.229000000000001,1.5919999999999999,0.46299999999999997,0.066,62.903,2.1519999999999997,1.1540000000000001,1.045,4.0,3.0,7.0,-0.007831341624281618,-1.0,1,-1,-1,1,1,-1,1.1202185880325357,-0.14068445539520774,-0.044324152518870896,outlier
2871,13133,5.075,2.388,1.396,0.061,45.867,15.025,1.055,1.035,3.0,3.0,6.0,-0.08142593647777685,-1.0,-1,-1,-1,1,1,-1,2.018341241211312,3.160914113389994,0.17588829837130188,outlier
2872,23674,0.20199999999999999,0.8079999999999999,0.006,0.004,0.348,0.079,0.99,0.01,3.0,2.0,5.0,0.029834495576287923,1.0,1,1,0,1,1,1,-2.3693807007712455,0.40515025659191256,-0.8760316971642312,inlier
2873,23266,4.85,0.8079999999999999,0.177,0.027999999999999997,5.2860000000000005,0.659,1.122,1.041,5.0,3.0,8.0,0.03128173864773598,1.0,1,1,-1,1,1,-1,-0.7206056769642672,-1.0310616050020056,0.139899961416284,inlier
2874,20443,2.021,0.505,0.052000000000000005,0.016,3.22,0.488,1.031,0.01,3.0,2.0,5.0,0.04756045749605026,1.0,1,1,0,1,1,1,-2.2846971464239214,0.2703517866679054,-0.8394364738326501,inlier
2875,35826,5.274,0.6970000000000001,0.209,0.01,17.282,0.309,1.015,0.995,3.0,2.0,5.0,0.052385868664161284,-1.0,1,1,1,1,1,1,-1.981962071784625,-0.18857191755734568,0.3703910998357404,inlier
2876,7186,15.92,2.189,0.65,0.095,38.139,1.305,1.274,1.114,5.0,4.0,9.0,0.02934561542961156,-1.0,1,1,-1,1,1,-1,1.0648106478463848,-1.4034217851609345,0.0985628988196405,inlier
2877,17281,3.9410000000000003,0.505,0.098,0.02,6.965,0.568,1.041,1.011,3.0,2.0,5.0,0.058481595525459895,1.0,1,1,1,1,1,1,-2.09563030357826,-0.315043446717252,0.5972669826148633,inlier
2878,8288,5.255,1.112,0.478,0.037000000000000005,74.521,1.9669999999999999,1.071,1.021,4.0,3.0,7.0,-0.01651194069306361,1.0,1,-1,-1,1,1,-1,0.9616105069243772,0.06342200421966611,-0.36445578172841275,outlier
2879,9946,0.10099999999999999,0.8079999999999999,0.009000000000000001,0.008,0.115,0.084,1.021,0.01,2.0,2.0,4.0,0.015887951200729666,1.0,1,1,3,1,1,1,-2.740952472343306,0.747634566856127,-0.16781480596697684,inlier
2880,11821,0.498,1.095,0.47700000000000004,0.040999999999999995,7.426,0.55,1.065,0.01,3.0,2.0,5.0,0.048108485164314485,-1.0,1,1,-1,1,1,-1,-2.0252952522751015,0.4884341605683728,-1.3209538742630755,inlier
2881,1444,0.303,1.011,0.3,0.05,25.179000000000002,1.401,1.314,0.01,5.0,3.0,8.0,0.02439651413538918,1.0,1,1,-1,1,1,-1,-0.2897475668576668,-0.46536691397550184,-1.5093689666976657,inlier
2882,9515,0.0,0.40399999999999997,0.022000000000000002,0.01,0.812,0.209,1.021,0.01,2.0,1.0,3.0,0.0017370637896029772,1.0,1,1,6,1,1,1,-3.234289654742584,1.1641769657926404,0.44981484985008896,inlier
2883,14665,14.652000000000001,5.255,2.5810000000000004,0.321,64.94800000000001,45.385,1.2229999999999999,0.01,5.0,4.0,9.0,-0.1976318831662075,1.0,-1,-1,-1,1,-1,-1,7.186419973063198,8.101320309752102,0.9626915475421068,outlier
2884,24408,1.891,6.8660000000000005,0.861,0.062,17.4,2.149,1.274,0.01,6.0,4.0,10.0,-0.011359072231463874,-1.0,1,-1,-1,1,1,-1,1.718757854811073,0.14859538449594384,-1.8680328515694467,outlier
2885,19118,1.493,0.39799999999999996,0.032,0.016,1.203,0.7829999999999999,1.015,0.01,2.0,2.0,4.0,0.021637142917064367,-1.0,1,1,3,1,1,1,-2.856608786914084,0.838747540006734,-0.2142249626062328,inlier
2886,26684,1.493,0.39799999999999996,0.057999999999999996,0.01,3.5069999999999997,0.191,1.005,0.995,2.0,2.0,4.0,0.03482996422240703,-1.0,1,1,5,1,1,1,-2.9060635240266564,0.280789872443847,1.3312709480074834,inlier
